runid                 	all	drc-contextualized-partial	mh-simple-no	mh-simple-partial	mhw-contextualized-partial	ml-simple-no	ml-simple-partial
ndcg_cut_04            	753388668	0.6367	0.6367	0.6367	0.6367	0.3904	0.3904
ndcg_cut_05            	753388668	0.6187	0.5531	0.5531	0.5531	0.3392	0.3392
ndcg_cut_06            	753388668	0.5521	0.4935	0.4935	0.4935	0.3026	0.3026
ndcg_cut_07            	753388668	0.5255	0.4698	0.4698	0.4698	0.2881	0.2881
ndcg_cut_08            	753388668	0.5027	0.4494	0.4494	0.4494	0.2756	0.2756
ndcg_cut_09            	753388668	0.4827	0.4315	0.4315	0.4315	0.2646	0.2646
ndcg_cut_10           	753388668	0.4649	0.4156	0.4156	0.4156	0.2548	0.2548
ndcg_cut_11           	753388668	0.4490	0.4014	0.4014	0.4014	0.2461	0.2461
ndcg_cut_12           	753388668	0.4667	0.3884	0.3884	0.3884	0.2382	0.2382
ndcg_cut_13           	753388668	0.4525	0.3767	0.3767	0.3767	0.2309	0.2916
ndcg_cut_14           	753388668	0.4395	0.3658	0.3658	0.3658	0.2817	0.2832
ndcg_cut_15           	753388668	0.4276	0.3559	0.3559	0.3559	0.2740	0.2755
ndcg_cut_16           	753388668	0.4164	0.3466	0.3466	0.3726	0.2669	0.2943
ndcg_cut_17           	753388668	0.4061	0.3380	0.3380	0.3634	0.2851	0.2870
ndcg_cut_18           	753388668	0.4061	0.3380	0.3380	0.3877	0.2851	0.2870
ndcg_cut_19           	753388668	0.4061	0.3380	0.3620	0.3877	0.2851	0.2870
ndcg_cut_20           	753388668	0.4061	0.3380	0.3856	0.3877	0.2851	0.2870
set_P                 	753388668	0.2000	0.1000	0.2000	0.2000	0.1500	0.1500
set_recall            	753388668	0.2353	0.1176	0.2353	0.2353	0.1765	0.1765
set_F                 	753388668	0.2162	0.1081	0.2162	0.2162	0.1622	0.1622
num_ret               	766188396	20	20	20	20	20	20
num_rel               	766188396	7	7	7	7	7	7
num_rel_ret           	766188396	5	5	5	5	2	3
map                   	766188396	0.4881	0.4881	0.5078	0.4754	0.2857	0.3095
ndcg_cut_01            	766188396	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	766188396	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	766188396	0.7654	0.7654	0.7654	0.7654	0.7654	0.7654
ndcg_cut_04            	766188396	0.6367	0.6367	0.6367	0.6367	0.6367	0.6367
ndcg_cut_05            	766188396	0.5531	0.6844	0.6844	0.5531	0.5531	0.5531
ndcg_cut_06            	766188396	0.6356	0.6454	0.6454	0.5216	0.5216	0.5216
ndcg_cut_07            	766188396	0.6034	0.6127	0.6127	0.5965	0.4952	0.4952
ndcg_cut_08            	766188396	0.6992	0.6127	0.7085	0.5965	0.4952	0.4952
ndcg_cut_09            	766188396	0.6992	0.6127	0.7085	0.6879	0.4952	0.4952
ndcg_cut_10           	766188396	0.6992	0.7005	0.7085	0.6879	0.4952	0.4952
ndcg_cut_11           	766188396	0.6992	0.7005	0.7932	0.7726	0.4952	0.4952
ndcg_cut_12           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.4952
ndcg_cut_13           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.4952
ndcg_cut_14           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.4952
ndcg_cut_15           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.4952
ndcg_cut_16           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.4952
ndcg_cut_17           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.4952
ndcg_cut_18           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.5310
ndcg_cut_19           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.5310
ndcg_cut_20           	766188396	0.7813	0.7825	0.7932	0.7726	0.4952	0.5310
set_P                 	766188396	0.2500	0.2500	0.2500	0.2500	0.1000	0.1500
set_recall            	766188396	0.7143	0.7143	0.7143	0.7143	0.2857	0.4286
set_F                 	766188396	0.3704	0.3704	0.3704	0.3704	0.1481	0.2222
num_ret               	855073163	20	20	20	20	20	20
num_rel               	855073163	17	17	17	17	17	17
num_rel_ret           	855073163	7	5	8	7	7	7
map                   	855073163	0.3477	0.1579	0.3437	0.2957	0.2418	0.2513
ndcg_cut_01            	855073163	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	855073163	1.0000	0.6131	0.8066	1.0000	1.0000	1.0000
ndcg_cut_03            	855073163	0.7654	0.5866	0.8520	0.7654	0.7654	0.7654
ndcg_cut_04            	855073163	0.7869	0.5328	0.7738	0.7869	0.6951	0.6951
ndcg_cut_05            	855073163	0.8031	0.4922	0.7148	0.7270	0.6422	0.6422
ndcg_cut_06            	855073163	0.8160	0.4599	0.7335	0.7449	0.6001	0.6001
ndcg_cut_07            	855073163	0.7689	0.4334	0.7489	0.7596	0.6232	0.6232
ndcg_cut_08            	855073163	0.7809	0.4109	0.7101	0.7202	0.6427	0.6427
ndcg_cut_09            	855073163	0.7912	0.3915	0.6766	0.6863	0.6124	0.6124
ndcg_cut_10           	855073163	0.7569	0.4612	0.6473	0.6565	0.5859	0.5859
ndcg_cut_11           	855073163	0.7266	0.4427	0.6213	0.6302	0.5624	0.6025
ndcg_cut_12           	855073163	0.6994	0.4635	0.5981	0.6066	0.5414	0.6174
ndcg_cut_13           	855073163	0.6748	0.4823	0.6122	0.5853	0.5575	0.5957
ndcg_cut_14           	855073163	0.6525	0.4664	0.6250	0.5991	0.5721	0.5760
ndcg_cut_15           	855073163	0.6321	0.4518	0.6055	0.6116	0.5542	0.5580
ndcg_cut_16           	855073163	0.6133	0.4384	0.6172	0.5934	0.5377	0.5414
ndcg_cut_17           	855073163	0.5960	0.4260	0.5997	0.5766	0.5225	0.5261
ndcg_cut_18           	855073163	0.5960	0.4260	0.5997	0.5766	0.5225	0.5539
ndcg_cut_19           	855073163	0.5960	0.4260	0.5997	0.5766	0.5498	0.5539
ndcg_cut_20           	855073163	0.5960	0.4260	0.5997	0.5766	0.5498	0.5539
set_P                 	855073163	0.3500	0.2500	0.4000	0.3500	0.3500	0.3500
set_recall            	855073163	0.4118	0.2941	0.4706	0.4118	0.4118	0.4118
set_F                 	855073163	0.3784	0.2703	0.4324	0.3784	0.3784	0.3784
num_ret               	991851157	20	20	20	20	20	20
num_rel               	991851157	21	21	21	21	21	21
num_rel_ret           	991851157	11	9	11	10	8	6
map                   	991851157	0.4713	0.3025	0.4378	0.3811	0.3285	0.2698
ndcg_cut_01            	991851157	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	991851157	1.0000	0.6131	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	991851157	1.0000	0.7039	1.0000	1.0000	1.0000	1.0000
ndcg_cut_04            	991851157	1.0000	0.7537	1.0000	1.0000	1.0000	1.0000
ndcg_cut_05            	991851157	1.0000	0.7860	1.0000	1.0000	0.8688	1.0000
ndcg_cut_06            	991851157	1.0000	0.7013	1.0000	0.8922	0.8829	0.8922
ndcg_cut_07            	991851157	1.0000	0.6370	0.9084	0.9021	0.8937	0.8105
ndcg_cut_08            	991851157	0.9202	0.6660	0.8359	0.8301	0.8224	0.7458
ndcg_cut_09            	991851157	0.8551	0.6896	0.7767	0.7714	0.7642	0.7638
ndcg_cut_10           	991851157	0.8643	0.7094	0.7910	0.7223	0.7156	0.7152
ndcg_cut_11           	991851157	0.8143	0.6683	0.7452	0.6805	0.7320	0.6738
ndcg_cut_12           	991851157	0.8242	0.6329	0.7057	0.6975	0.6932	0.6381
ndcg_cut_13           	991851157	0.8328	0.6509	0.7201	0.6633	0.6592	0.6068
ndcg_cut_14           	991851157	0.7948	0.6212	0.7329	0.6330	0.6747	0.5791
ndcg_cut_15           	991851157	0.7609	0.5947	0.7016	0.6487	0.6459	0.5544
ndcg_cut_16           	991851157	0.7304	0.5709	0.7136	0.6227	0.6201	0.5322
ndcg_cut_17           	991851157	0.7028	0.5871	0.6866	0.6369	0.5966	0.5121
ndcg_cut_18           	991851157	0.6777	0.5661	0.6978	0.6141	0.5753	0.4938
ndcg_cut_19           	991851157	0.6886	0.5469	0.6741	0.5933	0.5557	0.4770
ndcg_cut_20           	991851157	0.6664	0.5292	0.6523	0.6064	0.5378	0.4616
set_P                 	991851157	0.5500	0.4500	0.5500	0.5000	0.4000	0.3000
set_recall            	991851157	0.5238	0.4286	0.5238	0.4762	0.3810	0.2857
set_F                 	991851157	0.5366	0.4390	0.5366	0.4878	0.3902	0.2927
